timestamp, uuid, clocks.current.sm [MHz], clocks.current.memory [MHz], power.draw [W], temperature.gpu
2026/09/10 15:05:19.209, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.52 W, 40
2026/09/10 15:05:19.409, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.56 W, 40
2026/09/10 15:05:19.609, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.82 W, 40
2026/09/10 15:05:19.809, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 258.24 W, 40
2026/09/10 15:05:20.009, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 268.05 W, 41
2026/09/10 15:05:20.209, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 277.42 W, 41
2026/09/10 15:05:20.409, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 286.70 W, 41
2026/09/10 15:05:20.610, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 287.67 W, 40
2026/09/10 15:05:20.810, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 279.44 W, 40
2026/09/10 15:05:21.010, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 270.56 W, 40
2026/09/10 15:05:21.210, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 261.04 W, 40
2026/09/10 15:05:21.410, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 251.14 W, 40
2026/09/10 15:05:21.610, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.71 W, 40
2026/09/10 15:05:21.810, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.36 W, 40
2026/09/10 15:05:22.010, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.36 W, 40
2026/09/10 15:05:22.211, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.36 W, 40
2026/09/10 15:05:22.411, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.36 W, 40
2026/09/10 15:05:22.611, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.40 W, 40
2026/09/10 15:05:22.811, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.67 W, 40
2026/09/10 15:05:23.011, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.71 W, 40
2026/09/10 15:05:23.211, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 252.46 W, 40
2026/09/10 15:05:23.411, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 262.17 W, 41
2026/09/10 15:05:23.611, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 272.33 W, 41
2026/09/10 15:05:23.811, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 281.41 W, 41
2026/09/10 15:05:24.011, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 286.89 W, 41
2026/09/10 15:05:24.212, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 285.26 W, 40
2026/09/10 15:05:24.412, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 275.40 W, 40
2026/09/10 15:05:24.612, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 265.46 W, 40
2026/09/10 15:05:24.812, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 256.86 W, 40
2026/09/10 15:05:25.012, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.86 W, 40
2026/09/10 15:05:25.212, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.59 W, 40
2026/09/10 15:05:25.412, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.40 W, 40
2026/09/10 15:05:25.612, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.48 W, 40
2026/09/10 15:05:25.812, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.56 W, 40
2026/09/10 15:05:26.012, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.91 W, 40
2026/09/10 15:05:26.212, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 258.19 W, 40
2026/09/10 15:05:26.413, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 268.07 W, 41
2026/09/10 15:05:26.613, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 276.95 W, 41
2026/09/10 15:05:26.813, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 286.40 W, 41
2026/09/10 15:05:27.013, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 288.10 W, 40
2026/09/10 15:05:27.213, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 279.98 W, 40
2026/09/10 15:05:27.413, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 270.98 W, 40
2026/09/10 15:05:27.613, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 260.73 W, 40
2026/09/10 15:05:27.813, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 252.64 W, 40
2026/09/10 15:05:28.013, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.71 W, 40
2026/09/10 15:05:28.214, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.36 W, 40
2026/09/10 15:05:28.414, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.36 W, 40
2026/09/10 15:05:28.614, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.36 W, 40
2026/09/10 15:05:28.814, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.40 W, 40
2026/09/10 15:05:29.014, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.55 W, 40
2026/09/10 15:05:29.214, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.55 W, 40
2026/09/10 15:05:29.414, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 250.09 W, 40
2026/09/10 15:05:29.614, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 262.56 W, 40
2026/09/10 15:05:29.814, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 271.79 W, 41
2026/09/10 15:05:30.014, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 281.00 W, 41
2026/09/10 15:05:30.214, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 289.81 W, 41
2026/09/10 15:05:30.414, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 288.84 W, 40
2026/09/10 15:05:30.615, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 277.84 W, 40
2026/09/10 15:05:30.816, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 267.77 W, 40
2026/09/10 15:05:31.017, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 258.99 W, 40
2026/09/10 15:05:31.217, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 250.17 W, 40
2026/09/10 15:05:31.417, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.72 W, 40
2026/09/10 15:05:31.617, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.44 W, 40
2026/09/10 15:05:31.817, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.67 W, 40
2026/09/10 15:05:32.017, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.95 W, 40
2026/09/10 15:05:32.217, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 250.06 W, 40
2026/09/10 15:05:32.417, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 250.45 W, 40
2026/09/10 15:05:32.618, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 267.64 W, 41
2026/09/10 15:05:32.818, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 276.96 W, 41
2026/09/10 15:05:33.018, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 285.17 W, 41
2026/09/10 15:05:33.218, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 289.54 W, 41
2026/09/10 15:05:33.418, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 281.55 W, 40
2026/09/10 15:05:33.618, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 272.32 W, 40
2026/09/10 15:05:33.818, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 263.31 W, 40
2026/09/10 15:05:34.018, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 254.31 W, 40
2026/09/10 15:05:34.218, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.71 W, 40
2026/09/10 15:05:34.418, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.36 W, 40
2026/09/10 15:05:34.618, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.40 W, 40
2026/09/10 15:05:34.819, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.64 W, 40
2026/09/10 15:05:35.019, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.83 W, 40
2026/09/10 15:05:35.219, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 254.13 W, 40
2026/09/10 15:05:35.419, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 262.21 W, 41
2026/09/10 15:05:35.619, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 272.41 W, 41
2026/09/10 15:05:35.819, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 280.90 W, 41
2026/09/10 15:05:36.019, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 285.43 W, 41
2026/09/10 15:05:36.219, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 287.11 W, 40
2026/09/10 15:05:36.419, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 279.99 W, 40
2026/09/10 15:05:36.619, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 270.36 W, 40
2026/09/10 15:05:36.819, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 338.22 W, 47
2026/09/10 15:05:37.020, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2002 MHz, 3996 MHz, 503.66 W, 51
2026/09/10 15:05:37.220, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 626.06 W, 47
2026/09/10 15:05:37.420, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 627.39 W, 45
2026/09/10 15:05:37.620, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 627.65 W, 43
2026/09/10 15:05:37.820, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 560.04 W, 42
2026/09/10 15:05:38.020, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 392.14 W, 42
2026/09/10 15:05:38.220, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 252.89 W, 41
2026/09/10 15:05:38.420, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 251.86 W, 41
2026/09/10 15:05:38.620, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 251.47 W, 41
2026/09/10 15:05:38.820, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 251.20 W, 40
2026/09/10 15:05:39.020, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 251.20 W, 40
2026/09/10 15:05:39.220, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 251.16 W, 40
2026/09/10 15:05:39.421, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 250.82 W, 40
2026/09/10 15:05:39.621, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 255.99 W, 41
2026/09/10 15:05:39.821, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 264.55 W, 41
2026/09/10 15:05:40.021, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 267.27 W, 40
2026/09/10 15:05:40.221, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 275.37 W, 41
2026/09/10 15:05:40.421, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 287.23 W, 41
2026/09/10 15:05:40.621, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 287.60 W, 41
2026/09/10 15:05:40.821, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 289.18 W, 41
2026/09/10 15:05:41.021, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 299.92 W, 42
2026/09/10 15:05:41.221, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 294.85 W, 41
2026/09/10 15:05:41.422, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 285.50 W, 41
2026/09/10 15:05:41.622, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 278.70 W, 40
2026/09/10 15:05:41.822, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 270.56 W, 40
2026/09/10 15:05:42.022, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 256.61 W, 40
2026/09/10 15:05:42.222, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 254.56 W, 40
2026/09/10 15:05:42.422, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 254.23 W, 40
2026/09/10 15:05:42.622, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.92 W, 40
2026/09/10 15:05:42.822, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.64 W, 40
2026/09/10 15:05:43.022, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.61 W, 40
2026/09/10 15:05:43.223, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.57 W, 40
2026/09/10 15:05:43.423, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.69 W, 40
2026/09/10 15:05:43.623, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.77 W, 40
2026/09/10 15:05:43.823, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.81 W, 40
2026/09/10 15:05:44.023, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.77 W, 40
2026/09/10 15:05:44.223, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 254.02 W, 40
2026/09/10 15:05:44.423, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 254.10 W, 40
2026/09/10 15:05:44.623, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 254.29 W, 40
2026/09/10 15:05:44.823, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 260.48 W, 41
2026/09/10 15:05:45.023, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 267.47 W, 41
2026/09/10 15:05:45.224, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 269.03 W, 40
2026/09/10 15:05:45.424, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 267.50 W, 40
2026/09/10 15:05:45.624, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 266.19 W, 40
2026/09/10 15:05:45.824, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 260.07 W, 40
2026/09/10 15:05:46.024, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 249.32 W, 40
2026/09/10 15:05:46.224, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 246.08 W, 40
2026/09/10 15:05:46.426, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 245.81 W, 40
2026/09/10 15:05:46.627, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 245.55 W, 40
2026/09/10 15:05:46.827, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 245.55 W, 40
2026/09/10 15:05:47.027, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 245.51 W, 40
2026/09/10 15:05:47.227, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 245.43 W, 40
2026/09/10 15:05:47.427, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 245.43 W, 40
2026/09/10 15:05:47.627, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 245.44 W, 40
2026/09/10 15:05:47.827, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 245.43 W, 40
2026/09/10 15:05:48.027, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 245.55 W, 40
2026/09/10 15:05:48.227, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 245.43 W, 40
2026/09/10 15:05:48.427, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 245.77 W, 40
2026/09/10 15:05:48.628, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 257.24 W, 40
2026/09/10 15:05:48.828, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 266.62 W, 41
2026/09/10 15:05:49.028, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 278.50 W, 41
2026/09/10 15:05:49.228, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 289.24 W, 41
2026/09/10 15:05:49.428, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 299.75 W, 41
2026/09/10 15:05:49.628, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 293.09 W, 41
2026/09/10 15:05:49.828, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 285.29 W, 40
2026/09/10 15:05:50.030, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 275.98 W, 40
2026/09/10 15:05:50.231, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 265.70 W, 40
2026/09/10 15:05:50.431, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 257.34 W, 40
2026/09/10 15:05:50.631, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 254.00 W, 40
2026/09/10 15:05:50.831, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.60 W, 40
2026/09/10 15:05:51.031, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.57 W, 40
2026/09/10 15:05:51.231, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.41 W, 40
2026/09/10 15:05:51.431, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.46 W, 40
2026/09/10 15:05:51.631, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.72 W, 40
2026/09/10 15:05:51.831, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.80 W, 40
2026/09/10 15:05:52.031, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 253.91 W, 40
2026/09/10 15:05:52.232, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 258.90 W, 40
2026/09/10 15:05:52.432, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 266.69 W, 41
2026/09/10 15:05:52.632, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 275.35 W, 41
2026/09/10 15:05:52.832, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 284.93 W, 41
2026/09/10 15:05:53.032, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 292.86 W, 41
2026/09/10 15:05:53.232, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 293.78 W, 41
2026/09/10 15:05:53.432, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 285.51 W, 40
2026/09/10 15:05:53.632, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 276.01 W, 40
2026/09/10 15:05:53.833, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 267.07 W, 40
2026/09/10 15:05:54.033, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 257.10 W, 40
2026/09/10 15:05:54.233, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 251.54 W, 40
2026/09/10 15:05:54.433, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 251.31 W, 40
2026/09/10 15:05:54.633, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 251.31 W, 40
2026/09/10 15:05:54.833, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 251.31 W, 40
2026/09/10 15:05:55.033, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 251.31 W, 40
2026/09/10 15:05:55.233, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 251.35 W, 40
2026/09/10 15:05:55.434, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 251.54 W, 40
2026/09/10 15:05:55.634, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 251.50 W, 40
2026/09/10 15:05:55.834, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 258.45 W, 40
2026/09/10 15:05:56.034, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 266.19 W, 41
2026/09/10 15:05:56.234, GPU-ab0e8f8b-abe0-a03f-c8e9-65622211a5f4, 2032 MHz, 3996 MHz, 275.96 W, 41
