input,chunk,i,j,direct,factorized
13,64,41,23,1.07149668e-19,0
13,64,41,24,2.38863291e-19,0
13,64,41,25,5.93600689e-18,0
13,64,41,26,7.06899816e-17,0
13,64,41,27,3.52148866e-16,0
13,64,41,28,3.6429193e-16,0
13,64,41,29,4.48530102e-14,0
13,64,41,30,5.25801624e-13,0
13,64,41,31,1.15818466e-12,0
13,64,41,32,2.40163445e-12,0
13,64,41,33,2.1032065e-11,0
13,64,41,34,3.81987775e-10,0
13,64,41,35,4.72937245e-10,0
13,64,41,36,8.38190317e-09,0
13,64,41,37,1.11758709e-06,0
13,64,41,38,6.96182251e-05,0
13,64,41,39,0.000259399414,0
13,64,41,40,0.0141601562,nan
13,64,41,41,1,nan
13,64,42,1,0,0
13,64,42,2,0,0
13,64,42,3,0,0
13,64,42,4,0,0
13,64,42,5,1.26365643e-37,0
13,64,42,6,1.9983404e-36,0
13,64,42,7,1.55165254e-35,0
13,64,42,8,6.92131074e-34,0
13,64,42,9,1.18565062e-33,0
13,64,42,10,1.14111349e-32,0
13,64,42,11,2.75407982e-32,0
13,64,42,12,2.02145607e-30,0
13,64,42,13,1.56786105e-29,0
13,64,42,14,1.60730409e-29,0
13,64,42,15,2.49280046e-28,0
13,64,42,16,1.36946253e-27,0
13,64,42,17,1.0299368e-26,0
13,64,42,18,3.37657711e-25,0
13,64,42,19,3.03730381e-24,0
13,64,42,20,9.35748068e-24,0
13,64,42,21,2.93649117e-23,0
13,64,42,22,3.67268192e-22,0
13,64,42,23,2.17052193e-21,0
13,64,42,24,4.84396967e-21,0
13,64,42,25,1.20278679e-19,0
13,64,42,26,1.42979161e-18,0
13,64,42,27,7.10152423e-18,0
13,64,42,28,7.37257477e-18,0
13,64,42,29,9.08995101e-16,0
13,64,42,30,1.0658141e-14,0
13,64,42,31,2.34257058e-14,0
13,64,42,32,4.86277685e-14,0
13,64,42,33,4.26325641e-13,0
13,64,42,34,7.73070497e-12,0
13,64,42,35,9.54969437e-12,0
13,64,42,36,1.69166015e-10,0
13,64,42,37,2.25845724e-08,0
13,64,42,38,1.40815973e-06,0
13,64,42,39,5.21540642e-06,0
13,64,42,40,0.000286102295,nan
13,64,42,41,0.0202636719,nan
13,64,42,42,1,nan
13,64,43,1,0,0
13,64,43,2,0,0
13,64,43,3,0,0
13,64,43,4,0,0
13,64,43,5,0,0
13,64,43,6,7.89785267e-38,0
13,64,43,7,6.14195798e-37,0
13,64,43,8,2.7459548e-35,0
13,64,43,9,4.7019774e-35,0
13,64,43,10,4.54399096e-34,0
13,64,43,11,1.09537266e-33,0
13,64,43,12,8.01186857e-32,0
13,64,43,13,6.22460558e-31,0
13,64,43,14,6.37867998e-31,0
13,64,43,15,9.91006512e-30,0
13,64,43,16,5.44314025e-29,0
13,64,43,17,4.07052227e-28,0
13,64,43,18,1.34295681e-26,0
13,64,43,19,1.20361241e-25,0
13,64,43,20,3.71585041e-25,0
13,64,43,21,1.16322274e-24,0
13,64,43,22,1.45790583e-23,0
13,64,43,23,8.60267837e-23,0
13,64,43,24,1.91905902e-22,0
13,64,43,25,4.76456033e-21,0
13,64,43,26,5.67512075e-20,0
13,64,43,27,2.81214938e-19,0
13,64,43,28,2.91379334e-19,0
13,64,43,29,3.59955121e-17,0
13,64,43,30,4.23272528e-16,0
13,64,43,31,9.29811783e-16,0
13,64,43,32,1.92901251e-15,0
13,64,43,33,1.687539e-14,0
13,64,43,34,3.07309733e-13,0
13,64,43,35,3.78364007e-13,0
13,64,43,36,6.70752343e-12,0
13,64,43,37,8.98580765e-10,0
13,64,43,38,5.58793545e-08,0
13,64,43,39,2.07684934e-07,0
13,64,43,40,1.13844872e-05,nan
13,64,43,41,0.000801086426,nan
13,64,43,42,0.0397949219,nan
13,64,43,43,1,nan
13,64,44,1,0,0
13,64,44,2,0,0
13,64,44,3,0,0
13,64,44,4,0,0
13,64,44,5,0,0
13,64,44,6,0,0
13,64,44,7,4.16933153e-38,0
13,64,44,8,1.85728107e-36,0
13,64,44,9,3.17383475e-36,0
13,64,44,10,3.06568927e-35,0
13,64,44,11,7.41031639e-35,0
13,64,44,12,5.41667797e-33,0
13,64,44,13,4.21778658e-32,0
13,64,44,14,4.31408308e-32,0
13,64,44,15,6.71764365e-31,0
13,64,44,16,3.67313359e-30,0
13,64,44,17,2.76101317e-29,0
13,64,44,18,9.08767763e-28,0
13,64,44,19,8.17890987e-27,0
13,64,44,20,2.5243549e-26,0
13,64,44,21,7.87598728e-26,0
13,64,44,22,9.88739326e-25,0
13,64,44,23,5.81611368e-24,0
13,64,44,24,1.29763959e-23,0
13,64,44,25,3.22600439e-22,0
13,64,44,26,3.83811804e-21,0
13,64,44,27,1.90582413e-20,0
13,64,44,28,1.97993951e-20,0
13,64,44,29,2.43945489e-18,0
13,64,44,30,2.86229374e-17,0
13,64,44,31,6.2883726e-17,0
13,64,44,32,1.30971622e-16,0
13,64,44,33,1.14491749e-15,0
13,64,44,34,2.07611706e-14,0
13,64,44,35,2.56461519e-14,0
13,64,44,36,4.52970994e-13,0
13,64,44,37,6.0936145e-11,0
13,64,44,38,3.78349796e-09,0
13,64,44,39,1.40280463e-08,0
13,64,44,40,7.71135092e-07,nan
13,64,44,41,5.4359436e-05,nan
13,64,44,42,0.00268554688,nan
13,64,44,43,0.0678710938,nan
13,64,44,44,1,nan
13,64,45,1,0,0
13,64,45,2,0,0
13,64,45,3,0,0
13,64,45,4,0,0
13,64,45,5,0,0
13,64,45,6,0,0
13,64,45,7,1.69895668e-38,0
13,64,45,8,7.58193856e-37,0
13,64,45,9,1.29892126e-36,0
13,64,45,10,1.25072599e-35,0
13,64,45,11,3.02807345e-35,0
13,64,45,12,2.21481944e-33,0
13,64,45,13,1.7237073e-32,0
13,64,45,14,1.7622259e-32,0
13,64,45,15,2.74252424e-31,0
13,64,45,16,1.49760312e-30,0
13,64,45,17,1.12905717e-29,0
13,64,45,18,3.69186904e-28,0
13,64,45,19,3.33214846e-27,0
13,64,45,20,1.0299368e-26,0
13,64,45,21,3.23117427e-26,0
13,64,45,22,4.03896783e-25,0
13,64,45,23,2.37814426e-24,0
13,64,45,24,5.2991258e-24,0
13,64,45,25,1.31521717e-22,0
13,64,45,26,1.561717e-21,0
13,64,45,27,7.7821152e-21,0
13,64,45,28,8.046813e-21,0
13,64,45,29,9.96110746e-19,0
13,64,45,30,1.17093835e-17,0
13,64,45,31,2.56955915e-17,0
13,64,45,32,5.33427469e-17,0
13,64,45,33,4.68375339e-16,0
13,64,45,34,8.49320614e-15,0
13,64,45,35,1.04360964e-14,0
13,64,45,36,1.8562929e-13,0
13,64,45,37,2.47837306e-11,0
13,64,45,38,1.54250301e-09,0
13,64,45,39,5.7334546e-09,0
13,64,45,40,3.1478703e-07,nan
13,64,45,41,2.21729279e-05,nan
13,64,45,42,0.00109863281,nan
13,64,45,43,0.0275878906,nan
13,64,45,44,0.408203125,nan
13,64,45,45,1,nan
13,64,46,1,0,0
13,64,46,2,0,0
13,64,46,3,0,0
13,64,46,4,0,0
13,64,46,5,0,0
13,64,46,6,0,0
13,64,46,7,0,0
13,64,46,8,2.96812324e-37,0
13,64,46,9,5.08401307e-37,0
13,64,46,10,4.8900565e-36,0
13,64,46,11,1.18019633e-35,0
13,64,46,12,8.66668475e-34,0
13,64,46,13,6.74075481e-33,0
13,64,46,14,6.88519955e-33,0
13,64,46,15,1.07081705e-31,0
13,64,46,16,5.85482703e-31,0
13,64,46,17,4.41269069e-30,0
13,64,46,18,1.44361546e-28,0
13,64,46,19,1.30635366e-27,0
13,64,46,20,4.01372429e-27,0
13,64,46,21,1.26217745e-26,0
13,64,46,22,1.57519746e-25,0
13,64,46,23,9.30578189e-25,0
13,64,46,24,2.06795153e-24,0
13,64,46,25,5.14919931e-23,0
13,64,46,26,6.12113653e-22,0
13,64,46,27,3.04402465e-21,0
13,64,46,28,3.16313866e-21,0
13,64,46,29,3.8794109e-19,0
13,64,46,30,4.58075418e-18,0
13,64,46,31,1.00288701e-17,0
13,64,46,32,2.09251019e-17,0
13,64,46,33,1.83013327e-16,0
13,64,46,34,3.31679129e-15,0
13,64,46,35,4.08006962e-15,0
13,64,46,36,7.23865412e-14,0
13,64,46,37,9.72022463e-12,0
13,64,46,38,6.03904482e-10,0
13,64,46,39,2.24099495e-09,0
13,64,46,40,1.2293458e-07,nan
13,64,46,41,8.70227814e-06,nan
13,64,46,42,0.000429153442,nan
13,64,46,43,0.0108032227,nan
13,64,46,44,0.16015625,nan
13,64,46,45,0.390625,nan
13,64,46,46,1,nan
13,64,47,1,0,0
13,64,47,2,0,0
13,64,47,3,0,0
13,64,47,4,0,0
13,64,47,5,0,0
13,64,47,6,0,0
13,64,47,7,0,0
13,64,47,8,6.79582672e-38,0
13,64,47,9,1.16814751e-37,0
13,64,47,10,1.12259711e-36,0
13,64,47,11,2.71539195e-36,0
13,64,47,12,1.98611526e-34,0
13,64,47,13,1.55278102e-33,0
13,64,47,14,1.5888922e-33,0
13,64,47,15,2.46519033e-32,0
13,64,47,16,1.34815096e-31,0
13,64,47,17,1.01689101e-30,0
13,64,47,18,3.33293732e-29,0
13,64,47,19,2.99767144e-28,0
13,64,47,20,9.21389537e-28,0
13,64,47,21,2.89038636e-27,0
13,64,47,22,3.63507105e-26,0
13,64,47,23,2.13257502e-25,0
13,64,47,24,4.74982617e-25,0
13,64,47,25,1.18390225e-23,0
13,64,47,26,1.40620704e-22,0
13,64,47,27,7.01449159e-22,0
13,64,47,28,7.24610217e-22,0
13,64,47,29,8.93619759e-20,0
13,64,47,30,1.05032085e-18,0
13,64,47,31,2.30392962e-18,0
13,64,47,32,4.79759461e-18,0
13,64,47,33,4.20670443e-17,0
13,64,47,34,7.63278329e-16,0
13,64,47,35,9.36750677e-16,0
13,64,47,36,1.66533454e-14,0
13,64,47,37,2.23110419e-12,0
13,64,47,38,1.38243195e-10,0
13,64,47,39,5.16592991e-10,0
13,64,47,40,2.82889232e-08,nan
13,64,47,41,1.9967556e-06,nan
13,64,47,42,9.87052917e-05,nan
13,64,47,43,0.00248718262,nan
13,64,47,44,0.0366210938,nan
13,64,47,45,0.08984375,nan
13,64,47,46,0.229492188,nan
13,64,47,47,1,nan
13,64,48,1,0,0
13,64,48,2,0,0
13,64,48,3,0,0
13,64,48,4,0,0
13,64,48,5,0,0
13,64,48,6,0,0
13,64,48,7,0,0
13,64,48,8,0,0
13,64,48,9,0,0
13,64,48,10,7.71418168e-38,0
13,64,48,11,1.85875044e-37,0
13,64,48,12,1.36357345e-35,0
13,64,48,13,1.0607661e-34,0
13,64,48,14,1.08333559e-34,0
13,64,48,15,1.6851887e-33,0
13,64,48,16,9.24446373e-33,0
13,64,48,17,6.9718664e-32,0
13,64,48,18,2.28030105e-30,0
13,64,48,19,2.05103835e-29,0
13,64,48,20,6.35033029e-29,0
13,64,48,21,1.98792948e-28,0
13,64,48,22,2.48648957e-27,0
13,64,48,23,1.46412584e-26,0
13,64,48,24,3.27156395e-26,0
13,64,48,25,8.14255915e-25,0
13,64,48,26,9.66767341e-24,0
13,64,48,27,4.79764755e-23,0
13,64,48,28,4.98376319e-23,0
13,64,48,29,6.11451909e-21,0
13,64,48,30,7.19978005e-20,0
13,64,48,31,1.58395161e-19,0
13,64,48,32,3.28648784e-19,0
13,64,48,33,2.87313576e-18,0
13,64,48,34,5.22585447e-17,0
13,64,48,35,6.46184495e-17,0
13,64,48,36,1.14491749e-15,0
13,64,48,37,1.52766688e-13,0
13,64,48,38,9.49285095e-12,0
13,64,48,39,3.52429197e-11,0
13,64,48,40,1.93540473e-09,nan
13,64,48,41,1.36904418e-07,nan
13,64,48,42,6.76512718e-06,nan
13,64,48,43,0.000170707703,nan
13,64,48,44,0.0025177002,nan
13,64,48,45,0.00616455078,nan
13,64,48,46,0.0157470703,nan
13,64,48,47,0.068359375,nan
13,64,48,48,1,nan
13,64,49,1,0,0
13,64,49,2,0,0
13,64,49,3,0,0
13,64,49,4,0,0
13,64,49,5,0,0
13,64,49,6,0,0
13,64,49,7,0,0
13,64,49,8,0,0
13,64,49,9,0,0
13,64,49,10,4.46320511e-38,0
13,64,49,11,1.07998543e-37,0
13,64,49,12,7.89932204e-36,0
13,64,49,13,6.13137853e-35,0
13,64,49,14,6.28184181e-35,0
13,64,49,15,9.81020565e-34,0
13,64,49,16,5.3444556e-33,0
13,64,49,17,4.02519358e-32,0
13,64,49,18,1.31887683e-30,0
13,64,49,19,1.18822174e-29,0
13,64,49,20,3.66820321e-29,0
13,64,49,21,1.15173692e-28,0
13,64,49,22,1.43888229e-27,0
13,64,49,23,8.48183245e-27,0
13,64,49,24,1.88821746e-26,0
13,64,49,25,4.71751443e-25,0
13,64,49,26,5.58346913e-24,0
13,64,49,27,2.77105505e-23,0
13,64,49,28,2.87445263e-23,0
13,64,49,29,3.54695047e-21,0
13,64,49,30,4.17163727e-20,0
13,64,49,31,9.14795583e-20,0
13,64,49,32,1.90582413e-19,0
13,64,49,33,1.66696084e-18,0
13,64,49,34,3.03576608e-17,0
13,64,49,35,3.72965547e-17,0
13,64,49,36,6.62664368e-16,0
13,64,49,37,8.83737528e-14,0
13,64,49,38,5.51381163e-12,0
13,64,49,39,2.04636308e-11,0
13,64,49,40,1.12049747e-09,nan
13,64,49,41,7.91624188e-08,nan
13,64,49,42,3.90410423e-06,nan
13,64,49,43,9.87052917e-05,nan
13,64,49,44,0.00145721436,nan
13,64,49,45,0.00357055664,nan
13,64,49,46,0.00909423828,nan
13,64,49,47,0.0397949219,nan
13,64,49,48,0.578125,nan
13,64,49,49,1,nan
13,64,50,1,0,0
13,64,50,2,0,0
13,64,50,3,0,0
13,64,50,4,0,0
13,64,50,5,0,0
13,64,50,6,0,0
13,64,50,7,0,0
13,64,50,8,0,0
13,64,50,9,0,0
13,64,50,10,0,0
13,64,50,11,0,0
13,64,50,12,1.07998543e-37,0
13,64,50,13,8.40478461e-37,0
13,64,50,14,8.58110876e-37,0
13,64,50,15,1.33536158e-35,0
13,64,50,16,7.33508475e-35,0
13,64,50,17,5.50695593e-34,0
13,64,50,18,1.81037415e-32,0
13,64,50,19,1.62548487e-31,0
13,64,50,20,5.02282529e-31,0
13,64,50,21,1.57155883e-30,0
13,64,50,22,1.97215226e-29,0
13,64,50,23,1.15962553e-28,0
13,64,50,24,2.58746377e-28,0
13,64,50,25,6.43710499e-27,0
13,64,50,26,7.63364921e-26,0
13,64,50,27,3.79662976e-25,0
13,64,50,28,3.94203261e-25,0
13,64,50,29,4.8596861e-23,0
13,64,50,30,5.69100261e-22,0
13,64,50,31,1.25069709e-21,0
13,64,50,32,2.60727329e-21,0
13,64,50,33,2.27640105e-20,0
13,64,50,34,4.15046144e-19,0
13,64,50,35,5.116079e-19,0
13,64,50,36,9.05308814e-18,0
13,64,50,37,1.21430643e-15,0
13,64,50,38,7.50510765e-14,0
13,64,50,39,2.80664381e-13,0
13,64,50,40,1.53477231e-11,nan
13,64,50,41,1.08411768e-09,nan
13,64,50,42,5.3551048e-08,nan
13,64,50,43,1.34855509e-06,nan
13,64,50,44,1.99079514e-05,nan
13,64,50,45,4.88758087e-05,nan
13,64,50,46,0.000124931335,nan
13,64,50,47,0.000541687012,nan
13,64,50,48,0.00793457031,nan
13,64,50,49,0.013671875,nan
13,64,50,50,1,nan
13,64,51,1,0,0
13,64,51,2,0,0
13,64,51,3,0,0
13,64,51,4,0,0
13,64,51,5,0,0
13,64,51,6,0,0
13,64,51,7,0,0
13,64,51,8,0,0
13,64,51,9,0,0
13,64,51,10,0,0
13,64,51,11,0,0
13,64,51,12,0,0
13,64,51,13,0,0
13,64,51,14,0,0
13,64,51,15,9.62436e-38,0
13,64,51,16,5.28972458e-37,0
13,64,51,17,3.97317091e-36,0
13,64,51,18,1.30150735e-34,0
13,64,51,19,1.17361356e-33,0
13,64,51,20,3.61111865e-33,0
13,64,51,21,1.13629867e-32,0
13,64,51,22,1.41748444e-31,0
13,64,51,23,8.38164712e-31,0
13,64,51,24,1.8612187e-30,0
13,64,51,25,4.63455782e-29,0
13,64,51,26,5.52202634e-28,0
13,64,51,27,2.73892506e-27,0
13,64,51,28,2.83989926e-27,0
13,64,51,29,3.50582408e-25,0
13,64,51,30,4.11005367e-24,0
13,64,51,31,9.04728795e-24,0
13,64,51,32,1.88183589e-23,0
13,64,51,33,1.64608942e-22,0
13,64,51,34,2.99108509e-21,0
13,64,51,35,3.67929936e-21,0
13,64,51,36,6.52215369e-20,0
13,64,51,37,8.72782749e-18,0
13,64,51,38,5.41233725e-16,0
13,64,51,39,2.01227923e-15,0
13,64,51,40,1.10578213e-13,nan
13,64,51,41,7.78754838e-12,nan
13,64,51,42,3.85625754e-10,nan
13,64,51,43,9.72067937e-09,nan
13,64,51,44,1.43423676e-07,nan
13,64,51,45,3.52039933e-07,nan
13,64,51,46,9.01520252e-07,nan
13,64,51,47,3.90410423e-06,nan
13,64,51,48,5.7220459e-05,nan
13,64,51,49,9.87052917e-05,nan
13,64,51,50,0.00720214844,nan
13,64,51,51,1,nan
13,64,52,1,0,0
13,64,52,2,0,0
13,64,52,3,0,0
13,64,52,4,0,0
13,64,52,5,0,0
13,64,52,6,0,0
13,64,52,7,0,0
13,64,52,8,0,0
13,64,52,9,0,0
13,64,52,10,0,0
13,64,52,11,0,0
13,64,52,12,0,0
13,64,52,13,0,0
13,64,52,14,0,0
13,64,52,15,5.17952198e-38,0
13,64,52,16,2.83588012e-37,0
13,64,52,17,2.13939972e-36,0
13,64,52,18,6.99654238e-35,0
13,64,52,19,6.31945763e-34,0
13,64,52,20,1.95000407e-33,0
13,64,52,21,6.09075345e-33,0
13,64,52,22,7.62668258e-32,0
13,64,52,23,4.49897235e-31,0
13,64,52,24,1.00456506e-30,0
13,64,52,25,2.49477261e-29,0
13,64,52,26,2.966117e-28,0
13,64,52,27,1.47674761e-27,0
13,64,52,28,1.52723471e-27,0
13,64,52,29,1.88215901e-25,0
13,64,52,30,2.2101232e-24,0
13,64,52,31,4.8596861e-24,0
13,64,52,32,1.01329625e-23,0
13,64,52,33,8.85083255e-23,0
13,64,52,34,1.60803911e-21,0
13,64,52,35,1.97199858e-21,0
13,64,52,36,3.51518673e-20,0
13,64,52,37,4.6891744e-18,0
13,64,52,38,2.91433544e-16,0
13,64,52,39,1.08246745e-15,0
13,64,52,40,5.95079541e-14,nan
13,64,52,41,4.206413e-12,nan
13,64,52,42,2.07364792e-10,nan
13,64,52,43,5.23868948e-09,nan
13,64,52,44,7.72997737e-08,nan
13,64,52,45,1.89058483e-07,nan
13,64,52,46,4.84287739e-07,nan
13,64,52,47,2.10106373e-06,nan
13,64,52,48,3.07559967e-05,nan
13,64,52,49,5.29289246e-05,nan
13,64,52,50,0.00387573242,nan
13,64,52,51,0.5390625,nan
13,64,52,52,1,nan
13,64,53,1,0,0
13,64,53,2,0,0
13,64,53,3,0,0
13,64,53,4,0,0
13,64,53,5,0,0
13,64,53,6,0,0
13,64,53,7,0,0
13,64,53,8,0,0
13,64,53,9,0,0
13,64,53,10,0,0
13,64,53,11,0,0
13,64,53,12,0,0
13,64,53,13,0,0
13,64,53,14,0,0
13,64,53,15,0,0
13,64,53,16,0,0
13,64,53,17,5.91420595e-38,0
13,64,53,18,1.93956568e-36,0
13,64,53,19,1.74913559e-35,0
13,64,53,20,5.41667797e-35,0
13,64,53,21,1.69271187e-34,0
13,64,53,22,2.11852294e-33,0
13,64,53,23,1.25185446e-32,0
13,64,53,24,2.79259842e-32,0
13,64,53,25,6.9333478e-31,0
13,64,53,26,8.2337357e-30,0
13,64,53,27,4.10207671e-29,0
13,64,53,28,4.24012737e-29,0
13,64,53,29,5.22541464e-27,0
13,64,53,30,6.13923111e-26,0
13,64,53,31,1.34901526e-25,0
13,64,53,32,2.81112161e-25,0
13,64,53,33,2.45569244e-24,0
13,64,53,34,4.46677531e-23,0
13,64,53,35,5.50075107e-23,0
13,64,53,36,9.727644e-22,0
13,64,53,37,1.30443074e-19,0
13,64,53,38,8.07730619e-18,0
13,64,53,39,3.01408204e-17,0
13,64,53,40,1.65145675e-15,nan
13,64,53,41,1.16351373e-13,nan
13,64,53,42,5.76960701e-12,nan
13,64,53,43,1.45519152e-10,nan
13,64,53,44,2.13913154e-09,nan
13,64,53,45,5.23868948e-09,nan
13,64,53,46,1.34459697e-08,nan
13,64,53,47,5.84404916e-08,nan
13,64,53,48,8.53091478e-07,nan
13,64,53,49,1.47521496e-06,nan
13,64,53,50,0.000107765198,nan
13,64,53,51,0.0148925781,nan
13,64,53,52,0.0277099609,nan
13,64,53,53,1,nan
13,64,54,1,0,0
13,64,54,2,0,0
13,64,54,3,0,0
13,64,54,4,0,0
13,64,54,5,0,0
13,64,54,6,0,0
13,64,54,7,0,0
13,64,54,8,0,0
13,64,54,9,0,0
13,64,54,10,0,0
13,64,54,11,0,0
13,64,54,12,0,0
13,64,54,13,0,0
13,64,54,14,0,0
13,64,54,15,0,0
13,64,54,16,0,0
13,64,54,17,3.93055924e-38,0
13,64,54,18,1.28716631e-36,0
13,64,54,19,1.16138842e-35,0
13,64,54,20,3.57350283e-35,0
13,64,54,21,1.12095141e-34,0
13,64,54,22,1.40231774e-33,0
13,64,54,23,8.28149876e-33,0
13,64,54,24,1.84889275e-32,0
13,64,54,25,4.59141699e-31,0
13,64,54,26,5.44807063e-30,0
13,64,54,27,2.72157012e-29,0
13,64,54,28,2.82017774e-29,0
13,64,54,29,3.45836621e-27,0
13,64,54,30,4.07935751e-26,0
13,64,54,31,8.92611891e-26,0
13,64,54,32,1.8579252e-25,0
13,64,54,33,1.62851183e-24,0
13,64,54,34,2.95717069e-23,0
13,64,54,35,3.6395947e-23,0
13,64,54,36,6.45200878e-22,0
13,64,54,37,8.63973606e-20,0
13,64,54,38,5.36680075e-18,0
13,64,54,39,1.994932e-17,0
13,64,54,40,1.09634524e-15,nan
13,64,54,41,7.72715225e-14,nan
13,64,54,42,3.80850906e-12,nan
13,64,54,43,9.64064384e-11,nan
13,64,54,44,1.41881173e-09,nan
13,64,54,45,3.47790774e-09,nan
13,64,54,46,8.90577212e-09,nan
13,64,54,47,3.86498868e-08,nan
13,64,54,48,5.66244125e-07,nan
13,64,54,49,9.76026058e-07,nan
13,64,54,50,7.15255737e-05,nan
13,64,54,51,0.00988769531,nan
13,64,54,52,0.0184326172,nan
13,64,54,53,0.6640625,nan
13,64,54,54,1,nan
13,64,55,1,0,0
13,64,55,2,0,0
13,64,55,3,0,0
13,64,55,4,0,0
13,64,55,5,0,0
13,64,55,6,0,0
13,64,55,7,0,0
13,64,55,8,0,0
13,64,55,9,0,0
13,64,55,10,0,0
13,64,55,11,0,0
13,64,55,12,0,0
13,64,55,13,0,0
13,64,55,14,0,0
13,64,55,15,0,0
13,64,55,16,0,0
13,64,55,17,0,0
13,64,55,18,1.15345383e-37,0
13,64,55,19,1.0403125e-36,0
13,64,55,20,3.22085452e-36,0
13,64,55,21,1.00622316e-35,0
13,64,55,22,1.25636836e-34,0
13,64,55,23,7.43288588e-34,0
13,64,55,24,1.64907751e-33,0
13,64,55,25,4.12149008e-32,0
13,64,55,26,4.89956578e-31,0
13,64,55,27,2.42821247e-30,0
13,64,55,28,2.51449414e-30,0
13,64,55,29,3.10811197e-28,0
13,64,55,30,3.6603146e-27,0
13,64,55,31,8.02744857e-27,0
13,64,55,32,1.66607423e-26,0
13,64,55,33,1.45402842e-25,0
13,64,55,34,2.6495629e-24,0
13,64,55,35,3.25702366e-24,0
13,64,55,36,5.79026429e-23,0
13,64,55,37,7.72917564e-21,0
13,64,55,38,4.81114714e-19,0
13,64,55,39,1.78893358e-18,0
13,64,55,40,9.80118764e-17,nan
13,64,55,41,6.91113833e-15,nan
13,64,55,42,3.4283687e-13,nan
13,64,55,43,8.64019967e-12,nan
13,64,55,44,1.27329258e-10,nan
13,64,55,45,3.12866177e-10,nan
13,64,55,46,7.96717359e-10,nan
13,64,55,47,3.47790774e-09,nan
13,64,55,48,5.07570803e-08,nan
13,64,55,49,8.7544322e-08,nan
13,64,55,50,6.40749931e-06,nan
13,64,55,51,0.000885009766,nan
13,64,55,52,0.00164794922,nan
13,64,55,53,0.0593261719,nan
13,64,55,54,0.08984375,nan
13,64,55,55,1,nan
13,64,56,1,0,0
13,64,56,2,0,0
13,64,56,3,0,0
13,64,56,4,0,0
13,64,56,5,0,0
13,64,56,6,0,0
13,64,56,7,0,0
13,64,56,8,0,0
13,64,56,9,0,0
13,64,56,10,0,0
13,64,56,11,0,0
13,64,56,12,0,0
13,64,56,13,0,0
13,64,56,14,0,0
13,64,56,15,0,0
13,64,56,16,0,0
13,64,56,17,0,0
13,64,56,18,0,0
13,64,56,19,4.07749603e-38,0
13,64,56,20,1.25630959e-37,0
13,64,56,21,3.93790608e-37,0
13,64,56,22,4.93707627e-36,0
13,64,56,23,2.89641808e-35,0
13,64,56,24,6.46992091e-35,0
13,64,56,25,1.61296633e-33,0
13,64,56,26,1.90667064e-32,0
13,64,56,27,9.51409393e-32,0
13,64,56,28,9.86076132e-32,0
13,64,56,29,1.21287364e-29,0
13,64,56,30,1.42783824e-28,0
13,64,56,31,3.1396664e-28,0
13,64,56,32,6.5317683e-28,0
13,64,56,33,5.70504207e-27,0
13,64,56,34,1.03397577e-25,0
13,64,56,35,1.27631384e-25,0
13,64,56,36,2.26182199e-24,0
13,64,56,37,3.02748104e-22,0
13,64,56,38,1.88464831e-20,0
13,64,56,39,6.98802181e-20,0
13,64,56,40,3.84891771e-18,nan
13,64,56,41,2.70616862e-16,nan
13,64,56,42,1.33781874e-14,nan
13,64,56,43,3.37507799e-13,nan
13,64,56,44,4.97379915e-12,nan
13,64,56,45,1.22213351e-11,nan
13,64,56,46,3.11501935e-11,nan
13,64,56,47,1.35514711e-10,nan
13,64,56,48,1.97906047e-09,nan
13,64,56,49,3.41970008e-09,nan
13,64,56,50,2.4959445e-07,nan
13,64,56,51,3.48091125e-05,nan
13,64,56,52,6.43730164e-05,nan
13,64,56,53,0.00231933594,nan
13,64,56,54,0.00350952148,nan
13,64,56,55,0.0390625,nan
13,64,56,56,1,nan
13,64,57,1,0,0
13,64,57,2,0,0
13,64,57,3,0,0
13,64,57,4,0,0
13,64,57,5,0,0
13,64,57,6,0,0
13,64,57,7,0,0
13,64,57,8,0,0
13,64,57,9,0,0
13,64,57,10,0,0
13,64,57,11,0,0
13,64,57,12,0,0
13,64,57,13,0,0
13,64,57,14,0,0
13,64,57,15,0,0
13,64,57,16,0,0
13,64,57,17,0,0
13,64,57,18,0,0
13,64,57,19,0,0
13,64,57,20,0,0
13,64,57,21,0,0
13,64,57,22,7.0897003e-38,0
13,64,57,23,4.17300495e-37,0
13,64,57,24,9.28640537e-37,0
13,64,57,25,2.31337288e-35,0
13,64,57,26,2.75347797e-34,0
13,64,57,27,1.36620655e-33,0
13,64,57,28,1.4143548e-33,0
13,64,57,29,1.74104067e-31,0
13,64,57,30,2.04610797e-30,0
13,64,57,31,4.5112983e-30,0
13,64,57,32,9.36772325e-30,0
13,64,57,33,8.20415341e-29,0
13,64,57,34,1.48936939e-27,0
13,64,57,35,1.8301573e-27,0
13,64,57,36,3.25136911e-26,0
13,64,57,37,4.36854761e-24,0
13,64,57,38,2.71315241e-22,0
13,64,57,39,1.00585162e-21,0
13,64,57,40,5.50571416e-20,nan
13,64,57,41,3.90312782e-18,nan
13,64,57,42,1.92554306e-16,nan
13,64,57,43,4.85722573e-15,nan
13,64,57,44,7.14983628e-14,nan
13,64,57,45,1.75859327e-13,nan
13,64,57,46,4.4941828e-13,nan
13,64,57,47,1.9468871e-12,nan
13,64,57,48,2.85353963e-11,nan
13,64,57,49,4.91127139e-11,nan
13,64,57,50,3.59432306e-09,nan
13,64,57,51,4.991889e-07,nan
