shape,m,n,k,batch,repeats,method,round,median_us,min_us,max_us,us_per_gemm
square,16,16,16,12,32,sm80_transpose_w4,1,3.516799956560135,3.5029334326585135,3.5221333305040994,0.10989999864250422
square,16,16,16,12,32,tc_transpose,1,5.493333439032237,5.487999816735585,5.507199962933858,0.1716666699697574
square,16,16,16,12,32,sm80_w1,1,6.5962667266527815,6.579199930032094,6.615466872851054,0.20613333520789942
square,16,16,16,12,32,sm80_pad_w4,1,3.6757332583268485,3.669333209594091,3.7130666275819144,0.11486666432271402
square,16,16,16,12,32,tc_direct,1,5.7706668972969055,5.734399954477946,5.789866546789805,0.1803333405405283
square,16,16,16,12,32,sm80_w8,1,2.644266684850057,2.6197334130605063,2.658133457104365,0.08263333390156428
square,16,16,16,12,32,sm80_pad_w4,2,3.6682667831579843,3.660800059636434,3.7055999040603638,0.11463333697368701
square,16,16,16,12,32,sm80_w1,2,6.593066453933716,6.579199930032094,6.603733201821645,0.20603332668542862
square,16,16,16,12,32,sm80_transpose_w4,2,3.5189333061377206,3.472000112136205,3.533866753180822,0.10996666581680377
square,16,16,16,12,32,tc_transpose,2,5.4976001381874084,5.490133166313171,5.50186683734258,0.17180000431835651
square,16,16,16,12,32,sm80_w8,2,2.6357332865397134,2.628266563018163,2.679466704527537,0.08236666520436604
square,16,16,16,12,32,tc_direct,2,5.771733323733012,5.7631999254226685,5.7791997989018755,0.18036666636665663
square,16,16,16,12,32,sm80_w4,2,3.4559999903043113,3.4506666163603463,3.504000107447306,0.10799999969700973
square,16,16,16,12,32,sm80_w8,3,2.631466587384542,2.626133213440577,2.6410666604836783,0.08223333085576694
square,16,16,16,12,32,sm80_w4,3,3.457066665093104,3.442133218050003,3.458133339881897,0.1080333332841595
square,16,16,16,12,32,sm80_transpose_w4,3,3.5189333061377206,3.5050667822360992,3.5562666753927865,0.10996666581680377
square,16,16,16,12,32,tc_transpose,3,5.496533215045929,5.480533341566722,5.506133536497752,0.17176666297018528
square,16,16,16,12,32,tc_direct,3,5.774933099746704,5.766400198141734,5.781333148479462,0.1804666593670845
square,16,16,16,12,32,sm80_w1,3,6.603733201821645,6.584533552328746,6.617600222428639,0.2063666625569264
square,16,16,16,12,32,sm80_pad_w4,3,3.658666710058848,3.656533360481262,3.6735999087492623,0.114333334689339
square,16,16,16,12,32,sm80_pad_w4,4,3.6672001083691916,3.660800059636434,3.714133302370707,0.11460000338653724
square,16,16,16,12,32,sm80_transpose_w4,4,3.525333354870478,3.4976000587145486,3.5349334279696145,0.11016666733970244
square,16,16,16,12,32,sm80_w4,4,3.4645333886146545,3.45920001467069,3.5701334476470947,0.10826666839420795
square,16,16,16,12,32,tc_direct,4,5.785599847634633,5.76746662457784,5.791999896367391,0.18079999523858228
square,16,16,16,12,32,sm80_w8,4,2.6399999856948853,2.6165333886941275,2.646400034427643,0.08249999955296516
square,16,16,16,12,32,tc_transpose,4,5.504000186920166,5.464533468087514,5.517866710821788,0.1720000058412552
square,16,16,16,12,32,sm80_w1,4,6.584533552328746,6.5802668531735735,6.595199803511302,0.2057666735102733
square,16,16,16,96,1,sm80_w1,0,6.121600170930226,6.114133199055989,6.13866647084554,6.121600170930226
square,16,16,16,96,1,tc_direct,0,4.418133199214935,4.407466451327006,4.469333092371623,4.418133199214935
square,16,16,16,96,1,tc_transpose,0,4.136533290147781,4.130133241415024,4.1546667615572614,4.136533290147781
square,16,16,16,96,1,sm80_transpose_w4,0,2.903466671705246,2.902399996916453,2.915200094381968,2.903466671705246
square,16,16,16,96,1,sm80_w4,0,2.8416000306606293,2.8309332827727,2.8629332780838013,2.8416000306606293
square,16,16,16,96,1,sm80_pad_w4,0,3.109333415826162,3.0741333961486816,3.1157332162062326,3.109333415826162
square,16,16,16,96,1,sm80_w8,0,2.018133302529653,2.01706662774086,2.0309332758188248,2.018133302529653
square,16,16,16,96,1,sm80_pad_w4,1,3.1114667654037476,3.1072000662485757,3.1157332162062326,3.1114667654037476
square,16,16,16,96,1,sm80_w8,1,2.018133302529653,2.0149332781632743,2.0458667228619256,2.018133302529653
square,16,16,16,96,1,sm80_w1,1,6.185600161552429,6.13973339398702,6.208000083764394,6.185600161552429
square,16,16,16,96,1,tc_transpose,1,4.137599964936574,4.135466615358989,4.1599998871485395,4.137599964936574
square,16,16,16,96,1,sm80_w4,1,2.8501334289709725,2.8416000306606293,2.8554665545622506,2.8501334289709725
square,16,16,16,96,1,tc_direct,1,4.422399898370107,4.40533310174942,4.472533365090688,4.422399898370107
square,16,16,16,96,1,sm80_transpose_w4,1,2.918400118748347,2.916266769170761,2.9226665695508323,2.918400118748347
square,16,16,16,96,1,sm80_w8,2,2.0202666521072388,2.0138667275508246,2.029866725206375,2.0202666521072388
square,16,16,16,96,1,sm80_w1,2,6.1823998888333636,6.140799820423126,6.1983997623125715,6.1823998888333636
square,16,16,16,96,1,tc_direct,2,4.410666724046071,4.4042666753133135,4.437333345413208,4.410666724046071
square,16,16,16,96,1,sm80_w4,2,2.8426667054494223,2.831999957561493,2.854399879773458,2.8426667054494223
square,16,16,16,96,1,tc_transpose,2,4.142933338880539,4.130133241415024,4.151466737190883,4.142933338880539
square,16,16,16,96,1,sm80_pad_w4,2,3.1072000662485757,3.048533449570338,3.1104000906149545,3.1072000662485757
square,16,16,16,96,1,sm80_transpose_w4,2,2.904533346494039,2.903466671705246,2.9141334195931754,2.904533346494039
square,16,16,16,96,1,sm80_transpose_w4,3,2.8981332977612815,2.8682666520277658,2.9333333174387612,2.8981332977612815
square,16,16,16,96,1,sm80_w1,3,6.129066646099091,6.099199752012889,6.146133442719777,6.129066646099091
square,16,16,16,96,1,tc_transpose,3,4.141866664091746,4.134399940570195,4.166399935881297,4.141866664091746
square,16,16,16,96,1,tc_direct,3,4.424533247947693,4.411733150482178,4.43093329668045,4.424533247947693
square,16,16,16,96,1,sm80_w8,3,2.0085333536068597,1.9999999552965164,2.028800050417582,2.0085333536068597
square,16,16,16,96,1,sm80_pad_w4,3,3.0965333183606467,3.059199949105581,3.10506671667099,3.0965333183606467
square,16,16,16,96,1,sm80_w4,3,2.8416000306606293,2.8341333071390786,2.887466549873352,2.8416000306606293
square,16,16,16,96,1,sm80_transpose_w4,4,2.9013333221276603,2.890666574239731,2.920533219973246,2.9013333221276603
square,16,16,16,96,1,tc_direct,4,4.4277335206667585,4.407466451327006,4.4405331214269,4.4277335206667585
square,16,16,16,96,1,sm80_w1,4,6.1770667632420855,6.135466694831848,6.197333335876465,6.1770667632420855
square,16,16,16,96,1,sm80_w4,4,2.8639999528725943,2.8469334046045938,2.869333326816559,2.8639999528725943
square,16,16,16,96,1,sm80_w8,4,2.0128000527620316,2.010666703184446,2.0383999993403754,2.0128000527620316
square,16,16,16,96,1,sm80_pad_w4,4,3.067733347415924,3.0645333230495453,3.1114667654037476,3.067733347415924
square,16,16,16,96,1,tc_transpose,4,4.126933217048645,4.12266676624616,4.145066688458125,4.126933217048645
square,16,16,16,96,32,sm80_w1,0,6.751999755700429,6.744533280531566,6.804266571998596,0.2109999923656384
square,16,16,16,96,32,sm80_w4,0,3.5199999809265137,3.5082665582497916,3.5349334279696145,0.10999999940395355
square,16,16,16,96,32,tc_direct,0,5.791999896367391,5.7706668972969055,5.8378666639328,0.18099999676148096
square,16,16,16,96,32,sm80_pad_w4,0,3.7237333754698434,3.7151999771595,3.752533346414566,0.1163666679834326
square,16,16,16,96,32,tc_transpose,0,5.498666564623515,5.490133166313171,5.506133536497752,0.17183333014448485
square,16,16,16,96,32,sm80_transpose_w4,0,3.5370667775472007,3.513599932193756,3.54666660229365,0.11053333679835002
square,16,16,16,96,32,sm80_w8,0,2.6997332771619162,2.6954665780067444,2.7072000006834664,0.08436666491130988
square,16,16,16,96,32,tc_direct,1,5.795200169086456,5.765333275000255,5.8037335673968,0.18110000528395176
square,16,16,16,96,32,sm80_w1,1,6.808533271153768,6.7925333976745605,6.859733164310455,0.21276666472355524
square,16,16,16,96,32,sm80_transpose_w4,1,3.525333354870478,3.5103999078273773,3.533866753180822,0.11016666733970244
square,16,16,16,96,32,tc_transpose,1,5.508266886075337,5.489066739877065,5.526400109132131,0.1721333401898543
square,16,16,16,96,32,sm80_w4,1,3.5413332283496857,3.4847999612490335,3.5530666510264077,0.11066666338592768
square,16,16,16,96,32,sm80_w8,1,2.700799951950709,2.6943999032179513,2.7104000250498452,0.08439999849845965
square,16,16,16,96,32,sm80_pad_w4,1,3.7237333754698434,3.716266651948293,3.7333334485689798,0.1163666679834326
square,16,16,16,96,32,sm80_w1,2,6.750933329264323,6.725333134333293,6.859733164310455,0.2109666665395101
square,16,16,16,96,32,tc_transpose,2,5.4976001381874084,5.496533215045929,5.50186683734258,0.17180000431835651
square,16,16,16,96,32,tc_direct,2,5.791999896367391,5.774933099746704,5.848533411820729,0.18099999676148096
square,16,16,16,96,32,sm80_w8,2,2.7050666511058807,2.68053337931633,2.7114666998386383,0.08453333284705877
square,16,16,16,96,32,sm80_transpose_w4,2,3.516799956560135,3.5029334326585135,3.5370667775472007,0.10989999864250422
square,16,16,16,96,32,sm80_pad_w4,2,3.7290667494138083,3.726933399836222,3.752533346414566,0.11653333591918151
square,16,16,16,96,32,sm80_w4,2,3.5242666800816855,3.513599932193756,3.5413332283496857,0.11013333375255267
square,16,16,16,96,32,tc_transpose,3,5.509333312511444,5.495466788609822,5.51146666208903,0.17216666601598263
square,16,16,16,96,32,sm80_transpose_w4,3,3.5242666800816855,3.5210666557153067,3.5264000296592712,0.11013333375255267
square,16,16,16,96,32,sm80_w4,3,3.530666728814443,3.517866631348928,3.5360001027584076,0.11033333527545135
square,16,16,16,96,32,sm80_pad_w4,3,3.735466549793879,3.7055999040603638,3.7418665985266366,0.11673332968105872
square,16,16,16,96,32,sm80_w1,3,6.8032001455624895,6.796800096829732,6.8192000190416975,0.2126000045488278
square,16,16,16,96,32,sm80_w8,3,2.7039999763170877,2.6933332284291587,2.7072000006834664,0.08449999925990899
square,16,16,16,96,32,tc_direct,3,5.795200169086456,5.782400071620941,5.8400000135103864,0.18110000528395176
square,16,16,16,96,32,sm80_w8,4,2.7050666511058807,2.6570667823155723,2.7082666754722595,0.08453333284705877
square,16,16,16,96,32,tc_transpose,4,5.507199962933858,5.493333439032237,5.510400235652924,0.17209999884168306
square,16,16,16,96,32,sm80_w4,4,3.5210666557153067,3.514666606982549,3.533866753180822,0.11003333299110334
square,16,16,16,96,32,sm80_pad_w4,4,3.732266773780187,3.726933399836222,3.7450666228930154,0.11663333668063085
square,16,16,16,96,32,sm80_w1,4,6.798933446407318,6.7317331830660505,6.80213322242101,0.2124666702002287
square,16,16,16,96,32,tc_direct,4,5.8240001400311785,5.773866673310597,5.8400000135103864,0.18200000437597433
square,16,16,16,96,32,sm80_transpose_w4,4,3.525333354870478,3.5210666557153067,3.532800078392029,0.11016666733970244
square,16,16,16,6144,1,sm80_w1,0,13.377066453297934,13.361066579818726,13.385599851608276,13.377066453297934
square,16,16,16,6144,1,sm80_pad_w4,0,10.282666484514872,10.235733787218729,10.302933057149252,10.282666484514872
square,16,16,16,6144,1,tc_direct,0,38.74133427937826,38.72960011164347,38.81813287734985,38.74133427937826
square,16,16,16,6144,1,tc_transpose,0,38.06293408075968,38.061865170796715,38.1279985109965,38.06293408075968
square,16,16,16,6144,1,sm80_w4,0,8.444799979527792,8.438400427500406,8.450133601824442,8.444799979527792
square,16,16,16,6144,1,sm80_w8,0,7.7557335297266645,7.752533257007599,7.842133442560832,7.7557335297266645
square,16,16,16,6144,1,sm80_transpose_w4,0,8.58240028222402,8.573866883913675,8.643200000127157,8.58240028222402
square,16,16,16,6144,1,sm80_transpose_w4,1,8.573866883913675,8.567466338475546,8.579199512799581,8.573866883913675
square,16,16,16,6144,1,sm80_pad_w4,1,10.285866260528564,10.273067156473795,10.290132959683737,10.285866260528564
square,16,16,16,6144,1,sm80_w8,1,7.825066645940145,7.820799946784973,7.829333345095317,7.825066645940145
square,16,16,16,6144,1,sm80_w1,1,13.358933726946512,13.347199559211731,13.366400202115377,13.358933726946512
square,16,16,16,6144,1,sm80_w4,1,8.430932958920797,8.418132861455282,8.438400427500406,8.430932958920797
square,16,16,16,6144,1,tc_transpose,1,38.06613286336263,38.05226484934489,38.11839818954468,38.06613286336263
square,16,16,16,6144,1,tc_direct,1,38.806398709615074,38.74133427937826,38.81066640218099,38.806398709615074
square,16,16,16,6144,1,sm80_w4,2,8.447999755541483,8.429867029190063,8.489599823951721,8.447999755541483
square,16,16,16,6144,1,sm80_transpose_w4,2,8.588799834251404,8.564266562461853,8.630399902661642,8.588799834251404
square,16,16,16,6144,1,tc_direct,2,38.80319992701212,38.74666690826416,38.81066640218099,38.80319992701212
square,16,16,16,6144,1,tc_transpose,2,38.06293408075968,38.0511999130249,38.1279985109965,38.06293408075968
square,16,16,16,6144,1,sm80_w1,2,13.351466258366903,13.35040032863617,13.41866652170817,13.351466258366903
square,16,16,16,6144,1,sm80_pad_w4,2,10.276266932487488,10.273067156473795,10.27946670850118,10.276266932487488
square,16,16,16,6144,1,sm80_w8,2,7.810133198897044,7.75679995616277,7.820799946784973,7.810133198897044
square,16,16,16,6144,1,sm80_w4,3,8.430932958920797,8.425600330034891,8.493866523106893,8.430932958920797
square,16,16,16,6144,1,sm80_transpose_w4,3,8.594133456548056,8.528000116348267,8.598400155703226,8.594133456548056
square,16,16,16,6144,1,tc_transpose,3,38.06293408075968,38.056532541910805,38.11413447062174,38.06293408075968
square,16,16,16,6144,1,sm80_pad_w4,3,10.283733407656351,10.263466835021973,10.354133447011312,10.283733407656351
square,16,16,16,6144,1,tc_direct,3,38.80213499069214,38.74346812566122,38.83519967397054,38.80213499069214
square,16,16,16,6144,1,sm80_w8,3,7.769600053628285,7.7482665578524275,7.816533247629802,7.769600053628285
square,16,16,16,6144,1,sm80_w1,3,13.358933726946512,13.342932860056559,13.371733824412027,13.358933726946512
square,16,16,16,6144,1,sm80_pad_w4,4,10.29866635799408,10.274133086204529,10.338133573532104,10.29866635799408
square,16,16,16,6144,1,tc_transpose,4,38.06826670964559,38.0511999130249,38.12160094579061,38.06826670964559
square,16,16,16,6144,1,sm80_w1,4,13.34933340549469,13.345066706339518,13.365333278973898,13.34933340549469
square,16,16,16,6144,1,tc_direct,4,38.76159985860189,38.73066504796346,38.81280024846395,38.76159985860189
square,16,16,16,6144,1,sm80_w8,4,7.807999849319458,7.776000102361043,7.838933169841766,7.807999849319458
square,16,16,16,6144,1,sm80_transpose_w4,4,8.596266309420267,8.577066659927368,8.602666854858398,8.596266309420267
square,16,16,16,6144,1,sm80_w4,4,8.446933825810751,8.427733182907104,8.462933699289957,8.446933825810751
square,16,16,16,49152,1,tc_direct,0,286.53119405110675,286.4906628926595,286.5887959798177,286.53119405110675
square,16,16,16,49152,1,sm80_w4,0,64.94613488515218,64.90026712417603,64.97600078582764,64.94613488515218
square,16,16,16,49152,1,sm80_w1,0,82.89706707000732,82.86186854044597,82.95679887135823,82.89706707000732
square,16,16,16,49152,1,sm80_transpose_w4,0,65.85066715876262,65.76639811197917,65.90506633122762,65.85066715876262
square,16,16,16,49152,1,sm80_w8,0,59.24586852391561,59.22559897104899,59.28213198979696,59.24586852391561
square,16,16,16,49152,1,sm80_pad_w4,0,79.69813346862793,79.6277364095052,79.7258694966634,79.69813346862793
square,16,16,16,49152,1,tc_transpose,0,281.9957415262858,281.986141204834,282.0074717203776,281.9957415262858
square,16,16,16,49152,1,tc_transpose,1,281.9989204406738,281.94026947021484,282.06294377644855,281.9989204406738
square,16,16,16,49152,1,sm80_transpose_w4,1,65.84213177363078,65.82080125808716,65.95199902852376,65.84213177363078
square,16,16,16,49152,1,sm80_w8,1,59.27786827087402,59.24160083134969,59.31306680043539,59.27786827087402
square,16,16,16,49152,1,sm80_pad_w4,1,79.69706853230794,79.6832005182902,79.76426283518474,79.69706853230794
square,16,16,16,49152,1,tc_direct,1,286.50347391764325,286.42880121866864,286.56320571899414,286.50347391764325
square,16,16,16,49152,1,sm80_w4,1,64.94933366775513,64.90879853566487,64.97706572214763,64.94933366775513
square,16,16,16,49152,1,sm80_w1,1,82.89173444112141,82.83733526865642,82.91306495666504,82.89173444112141
square,16,16,16,49152,1,sm80_w4,2,64.97706572214763,64.87893263498943,65.02826611200969,64.97706572214763
square,16,16,16,49152,1,sm80_transpose_w4,2,65.79306523005168,65.78666766484578,65.83360036214192,65.79306523005168
square,16,16,16,49152,1,tc_direct,2,286.5205446879069,286.49492263793945,286.572806040446,286.5205446879069
square,16,16,16,49152,1,sm80_w8,2,59.27466551462809,59.237333138783775,59.31413173675537,59.27466551462809
square,16,16,16,49152,1,tc_transpose,2,281.99466069539386,281.98293050130206,282.01494216918945,281.99466069539386
square,16,16,16,49152,1,sm80_pad_w4,2,79.69813346862793,79.68213558197021,79.74826494852702,79.69813346862793
square,16,16,16,49152,1,sm80_w1,2,82.87680149078369,82.83519744873047,82.95893669128418,82.87680149078369
square,16,16,16,49152,1,sm80_w1,3,82.88319905598958,82.83519744873047,82.97599951426189,82.88319905598958
square,16,16,16,49152,1,sm80_w4,3,64.96320168177287,64.95039860407512,65.01546700795491,64.96320168177287
square,16,16,16,49152,1,sm80_transpose_w4,3,65.82186619440715,65.7589316368103,65.9007986386617,65.82186619440715
square,16,16,16,49152,1,tc_transpose,3,282.0074717203776,281.9360097249349,282.0661226908366,282.0074717203776
square,16,16,16,49152,1,tc_direct,3,286.5088144938151,286.49600346883136,286.572806040446,286.5088144938151
square,16,16,16,49152,1,sm80_w8,3,59.285334746042885,59.237333138783775,59.31093295415243,59.285334746042885
square,16,16,16,49152,1,sm80_pad_w4,3,79.72479661305745,79.6895980834961,79.76746559143066,79.72479661305745
square,16,16,16,49152,1,sm80_w8,4,59.283200899759926,59.26719903945923,59.309868017832436,59.283200899759926
square,16,16,16,49152,1,sm80_transpose_w4,4,65.77706734339397,65.7535990079244,65.82826773325603,65.77706734339397
square,16,16,16,49152,1,tc_transpose,4,281.99148178100586,281.98719024658203,281.9978713989258,281.99148178100586
square,16,16,16,49152,1,sm80_pad_w4,4,79.71306641896565,79.63519891103108,79.76213296254475,79.71306641896565
square,16,16,16,49152,1,sm80_w4,4,64.96533155441284,64.94400103886922,64.98666604359944,64.96533155441284
square,16,16,16,49152,1,tc_direct,4,286.571725209554,286.571725209554,286.6208076477051,286.571725209554
square,16,16,16,49152,1,sm80_w1,4,82.88959662119548,82.80746936798096,82.95466899871826,82.88959662119548
