shape,m,n,k,batch,repeats,method,round,median_us,min_us,max_us,us_per_gemm
gram,16,16,128,49152,1,sm80_w4,0,1076.7829895019531,1076.6432444254558,1076.9290924072266,1076.7829895019531
gram,16,16,128,49152,1,sm80_w1,0,359.45173899332684,359.3119939168294,359.58080291748047,359.45173899332684
gram,16,16,128,49152,1,sm80_w8,0,1151.1722564697266,1151.0261535644531,1151.2981414794922,1151.1722564697266
gram,16,16,128,49152,1,tc_transpose,0,766.0554885864258,765.8143997192383,766.1450703938802,766.0554885864258
gram,16,16,128,49152,1,sm80_w8,1,1151.1658986409504,1150.976053873698,1151.3771057128906,1151.1658986409504
gram,16,16,128,49152,1,tc_direct,1,952.5493621826172,952.2623697916666,952.8181076049805,952.5493621826172
gram,16,16,128,49152,1,sm80_w1,1,359.4410578409831,359.28640365600586,359.445317586263,359.4410578409831
gram,16,16,128,49152,1,sm80_pad_w4,1,1131.1253865559895,1130.8821360270183,1131.1754862467449,1131.1253865559895
gram,16,16,128,49152,1,tc_transpose,1,765.998903910319,765.8698399861654,766.0949071248373,765.998903910319
gram,16,16,128,49152,1,sm80_transpose_w4,1,1078.9620717366536,1078.7573496500652,1079.1786193847656,1078.9620717366536
gram,16,16,128,49152,1,sm80_w4,1,1076.8639882405598,1076.7957051595051,1077.0047505696614,1076.8639882405598
gram,16,16,128,49152,1,sm80_w8,2,1151.1732737223308,1150.986607869466,1151.2223561604817,1151.1732737223308
gram,16,16,128,49152,1,sm80_transpose_w4,2,1079.0570576985676,1078.6880493164062,1079.3023427327473,1079.0570576985676
gram,16,16,128,49152,1,tc_direct,2,952.5599797566732,952.3808161417643,952.6090621948242,952.5599797566732
gram,16,16,128,49152,1,sm80_w1,2,359.5082600911458,359.37706629435223,359.54453150431317,359.5082600911458
gram,16,16,128,49152,1,sm80_w4,2,1076.7850240071614,1076.6848246256511,1077.1252950032551,1076.7850240071614
gram,16,16,128,49152,1,sm80_pad_w4,2,1131.0901641845703,1131.0763041178386,1131.1232248942058,1131.0901641845703
gram,16,16,128,49152,1,tc_transpose,2,765.9392038981119,765.8058802286783,766.0010655721029,765.9392038981119
gram,16,16,128,49152,1,sm80_w4,3,1082.3445638020833,1082.1951548258464,1082.4661254882812,1082.3445638020833
gram,16,16,128,49152,1,sm80_w1,3,360.98772684733075,360.9589258829753,361.0197385152181,360.98772684733075
gram,16,16,128,49152,1,tc_transpose,3,768.8447952270508,767.1125411987305,769.1562652587891,768.8447952270508
gram,16,16,128,49152,1,sm80_transpose_w4,3,1079.598871866862,1079.5168558756511,1079.7930399576824,1079.598871866862
gram,16,16,128,49152,1,tc_direct,3,952.8746922810873,952.7519861857096,953.2330830891927,952.8746922810873
gram,16,16,128,49152,1,sm80_pad_w4,3,1131.4292907714844,1131.2736511230469,1131.5872192382812,1131.4292907714844
gram,16,16,128,49152,1,sm80_w8,3,1151.6948699951172,1151.6522725423176,1151.908238728841,1151.6948699951172
gram,16,16,128,49152,1,sm80_pad_w4,4,1131.4987182617188,1131.1648050944011,1131.6895802815754,1131.4987182617188
gram,16,16,128,49152,1,sm80_w8,4,1151.700210571289,1151.5572865804036,1151.8442789713542,1151.700210571289
gram,16,16,128,49152,1,sm80_w4,4,1082.378641764323,1081.294886271159,1082.4843088785808,1082.378641764323
gram,16,16,128,49152,1,sm80_transpose_w4,4,1083.6191813151042,1076.9290924072266,1084.4746907552083,1083.6191813151042
gram,16,16,128,49152,1,sm80_w1,4,358.70081583658856,358.6943944295247,358.70399475097656,358.70081583658856
gram,16,16,128,49152,1,tc_transpose,4,764.1632080078125,763.9541625976562,766.4938608805338,764.1632080078125
gram,16,16,128,49152,1,tc_direct,4,949.7983932495117,949.6842702229818,949.829355875651,949.7983932495117
projection,16,128,128,1,1,sm80_w8,0,9.622400005658468,9.612799684206644,9.659733374913534,9.622400005658468
projection,16,128,128,1,1,sm80_pad_w4,0,21.27573291460673,21.266132593154907,21.284266312917072,21.27573291460673
projection,16,128,128,1,1,tc_direct,0,19.973333676656086,19.966934124628704,19.976532459259033,19.973333676656086
projection,16,128,128,1,1,sm80_transpose_w4,0,16.00640018781026,15.994667013486227,16.017066438992817,16.00640018781026
projection,16,128,128,1,1,sm80_w4,0,15.768532951672872,15.749333302179972,15.9061332543691,15.768532951672872
projection,16,128,128,1,1,sm80_w1,0,45.79840103785197,45.77279885609945,45.836798350016274,45.79840103785197
projection,16,128,128,1,1,tc_transpose,0,15.805866320927938,15.772799650828043,15.832533439000448,15.805866320927938
projection,16,128,128,1,1,tc_direct,1,19.998933871587116,19.96799906094869,20.03306746482849,19.998933871587116
projection,16,128,128,1,1,sm80_w1,1,45.797332127889,45.75999975204468,45.83893219629923,45.797332127889
projection,16,128,128,1,1,sm80_transpose_w4,1,16.00746711095174,15.991466244061789,16.019200285275776,16.00746711095174
projection,16,128,128,1,1,sm80_w8,1,9.603200356165567,9.599999586741129,9.669333696365356,9.603200356165567
projection,16,128,128,1,1,tc_transpose,1,15.795200069745382,15.776000420252482,15.83039959271749,15.795200069745382
projection,16,128,128,1,1,sm80_pad_w4,1,21.27573291460673,21.266132593154907,21.27893368403117,21.27573291460673
projection,16,128,128,1,1,sm80_w4,1,15.813333789507547,15.805866320927938,15.81760048866272,15.813333789507547
projection,16,128,128,1,1,sm80_w4,2,15.806933244069418,15.782399972279867,15.811199943224588,15.806933244069418
projection,16,128,128,1,1,sm80_w8,2,9.599999586741129,9.596799810727438,9.648000200589498,9.599999586741129
projection,16,128,128,1,1,sm80_transpose_w4,2,16.012799739837646,15.999999642372131,16.02346698443095,16.012799739837646
projection,16,128,128,1,1,tc_direct,2,19.972266753514607,19.965867201487224,20.01813252766927,19.972266753514607
projection,16,128,128,1,1,sm80_pad_w4,2,21.26506765683492,21.2554673353831,21.272534132003784,21.26506765683492
projection,16,128,128,1,1,sm80_w1,2,45.71839968363444,45.715200901031494,45.77279885609945,45.71839968363444
projection,16,128,128,1,1,tc_transpose,2,15.808000167210897,15.767467021942139,15.812266866366068,15.808000167210897
projection,16,128,128,1,1,tc_transpose,3,15.812266866366068,15.770666797955831,15.828266739845276,15.812266866366068
projection,16,128,128,1,1,sm80_w8,3,9.599999586741129,9.588266412417093,9.655466675758362,9.599999586741129
projection,16,128,128,1,1,sm80_transpose_w4,3,16.019200285275776,15.998933712641398,16.02773368358612,16.019200285275776
projection,16,128,128,1,1,sm80_pad_w4,3,21.268266439437866,21.25973304112752,21.28000060717265,21.268266439437866
projection,16,128,128,1,1,tc_direct,3,19.985065857569378,19.971199830373127,20.030933618545532,19.985065857569378
projection,16,128,128,1,1,sm80_w4,3,15.810133020083109,15.804800391197205,15.819733341534933,15.810133020083109
projection,16,128,128,1,1,sm80_w1,3,45.768535137176514,45.730133851369224,45.783468087514244,45.768535137176514
projection,16,128,128,1,1,sm80_w8,4,9.614933530489603,9.604266285896301,9.641599655151367,9.614933530489603
projection,16,128,128,1,1,sm80_transpose_w4,4,16.085333625475567,16.076800227165222,16.099199652671814,16.085333625475567
projection,16,128,128,1,1,tc_direct,4,20.048000415166218,20.04479964574178,20.69973349571228,20.048000415166218
projection,16,128,128,1,1,tc_transpose,4,16.334933042526245,16.29333297411601,16.34346644083659,16.334933042526245
projection,16,128,128,1,1,sm80_w1,4,47.277867794036865,47.266133626302086,47.29173183441162,47.277867794036865
projection,16,128,128,1,1,sm80_pad_w4,4,22.02240029970805,22.01813260714213,22.034132480621338,22.02240029970805
projection,16,128,128,1,1,sm80_w4,4,15.97653329372406,15.76640009880066,16.331733266512554,15.97653329372406
projection,16,128,128,1,32,sm80_w1,0,91.2992000579834,91.25119845072429,91.34506384531657,2.853100001811981
projection,16,128,128,1,32,sm80_transpose_w4,0,27.475200096766155,27.399466435114544,27.483733495076496,0.8586000030239423
projection,16,128,128,1,32,sm80_w4,0,27.212800582249958,27.202133337656658,27.291733026504517,0.8504000181953112
projection,16,128,128,1,32,tc_direct,0,34.5141331354777,34.503467877705894,34.53866640726725,1.078566660483678
projection,16,128,128,1,32,tc_transpose,0,26.140799125035603,26.116265853246052,26.14293297131856,0.8168999726573626
projection,16,128,128,1,32,sm80_w8,0,22.228266795476276,22.172800699869793,22.282665967941284,0.6946333373586336
projection,16,128,128,1,32,sm80_pad_w4,0,118.46400101979573,118.43199729919434,118.46613089243571,3.7020000318686166
projection,16,128,128,1,32,sm80_pad_w4,1,118.46613089243571,118.4607982635498,118.48533153533936,3.702066590388616
projection,16,128,128,1,32,sm80_transpose_w4,1,27.476267019907635,27.46453285217285,27.49226689338684,0.8586333443721136
projection,16,128,128,1,32,sm80_w1,1,91.30132993062337,91.28639698028564,91.31200313568115,2.8531665603319802
projection,16,128,128,1,32,tc_direct,1,34.53119993209839,34.52159961064657,34.54080025355021,1.0790999978780746
projection,16,128,128,1,32,sm80_w8,1,22.24853237469991,22.225066026051838,22.284799814224243,0.6952666367093722
projection,16,128,128,1,32,tc_transpose,1,26.139734188715618,26.12266739209493,26.18773380915324,0.8168666933973631
projection,16,128,128,1,32,sm80_w4,1,27.20639904340108,27.1999994913737,27.23306616147359,0.8501999701062838
projection,16,128,128,1,32,sm80_pad_w4,2,118.47786903381348,118.44693024953206,118.50132942199707,3.702433407306671
projection,16,128,128,1,32,sm80_w4,2,27.19786763191223,27.194666862487793,27.20746596654256,0.8499333634972572
projection,16,128,128,1,32,tc_transpose,2,26.115200916926067,26.104533672332764,26.16106669108073,0.8161000286539396
projection,16,128,128,1,32,sm80_transpose_w4,2,27.495465675989788,27.437865734100342,27.507199843724568,0.8592333023746809
projection,16,128,128,1,32,sm80_w1,2,91.2981351216634,91.29172960917155,91.30667050679524,2.8530667225519815
projection,16,128,128,1,32,sm80_w8,2,22.231467564900715,22.169599930445354,22.285866737365723,0.6947333614031473
projection,16,128,128,1,32,tc_direct,2,34.50986544291178,34.486401081085205,34.522668520609535,1.0784332950909932
projection,16,128,128,1,32,tc_direct,3,34.52479839324951,34.50453281402588,34.528001149495445,1.0788999497890472
projection,16,128,128,1,32,sm80_pad_w4,3,118.4618631998698,118.45973332722981,118.46720377604167,3.701933224995931
projection,16,128,128,1,32,sm80_w8,3,22.231467564900715,22.21333384513855,22.285866737365723,0.6947333614031473
projection,16,128,128,1,32,sm80_w1,3,91.28426710764568,91.27360184987386,91.36640230814616,2.8526333471139274
projection,16,128,128,1,32,sm80_w4,3,27.210666735967,27.1999994913737,27.270400524139404,0.8503333354989687
projection,16,128,128,1,32,tc_transpose,3,26.1354664961497,26.114133993784588,26.13760034243266,0.8167333280046781
projection,16,128,128,1,32,sm80_transpose_w4,3,27.43893265724182,27.41439938545227,27.50399907430013,0.8574666455388069
projection,16,128,128,1,32,tc_direct,4,34.53439871470133,34.52373345692953,34.54506794611613,1.0791999598344166
projection,16,128,128,1,32,sm80_pad_w4,4,118.46613089243571,118.4618631998698,118.48533153533936,3.702066590388616
projection,16,128,128,1,32,sm80_w8,4,22.229333718617756,22.182399034500122,22.286933660507202,0.6946666787068049
projection,16,128,128,1,32,sm80_transpose_w4,4,27.420800924301147,27.38986611366272,27.4944007396698,0.8569000288844109
projection,16,128,128,1,32,sm80_w1,4,91.29066467285156,91.27573172251384,91.30880037943523,2.8528332710266113
projection,16,128,128,1,32,sm80_w4,4,27.230934302012127,27.204267183939617,27.23733385403951,0.850966696937879
projection,16,128,128,1,32,tc_transpose,4,26.131200790405273,26.126933097839355,26.13866726557414,0.8166000247001648
projection,16,128,128,12,1,tc_transpose,0,15.836800138155619,15.827199816703796,15.897599856058756,15.836800138155619
projection,16,128,128,12,1,tc_direct,0,20.039467016855877,20.03200054168701,20.040533939997356,20.039467016855877
projection,16,128,128,12,1,sm80_w8,0,9.664000074068705,9.660800298055014,9.689600268999735,9.664000074068705
projection,16,128,128,12,1,sm80_w4,0,15.870933731396994,15.819733341534933,15.901866555213928,15.870933731396994
projection,16,128,128,12,1,sm80_transpose_w4,0,16.080000003178913,16.019200285275776,16.088533401489258,16.080000003178913
projection,16,128,128,12,1,sm80_w1,0,46.05226516723633,45.98933458328247,46.0533340771993,46.05226516723633
projection,16,128,128,12,1,sm80_pad_w4,0,21.33973240852356,21.335466702779133,21.348265806833904,21.33973240852356
projection,16,128,128,12,1,tc_transpose,1,15.878400206565857,15.865600109100342,15.88479975859324,15.878400206565857
projection,16,128,128,12,1,tc_direct,1,20.041600863138836,20.03413240114848,20.048000415166218,20.041600863138836
projection,16,128,128,12,1,sm80_w4,1,15.88053305943807,15.867732961972555,15.88586668173472,15.88053305943807
projection,16,128,128,12,1,sm80_w8,1,9.666132926940918,9.652266899744669,9.681066870689392,9.666132926940918
projection,16,128,128,12,1,sm80_pad_w4,1,21.361066897710163,21.34079933166504,21.36533260345459,21.361066897710163
projection,16,128,128,12,1,sm80_w1,1,46.072534720102944,46.04800144831339,46.13226652145386,46.072534720102944
projection,16,128,128,12,1,sm80_transpose_w4,1,16.078933080037434,16.013866662979126,16.08213285605113,16.078933080037434
projection,16,128,128,12,1,sm80_w1,2,46.01279894510905,46.00640137990316,46.049066384633385,46.01279894510905
projection,16,128,128,12,1,sm80_transpose_w4,2,16.076800227165222,16.013866662979126,16.08746647834778,16.076800227165222
projection,16,128,128,12,1,sm80_pad_w4,2,21.337600549062092,21.32800022761027,21.356799205144245,21.337600549062092
projection,16,128,128,12,1,sm80_w4,2,15.869866808255514,15.867732961972555,15.877333283424377,15.869866808255514
projection,16,128,128,12,1,sm80_w8,2,9.67466632525126,9.656533598899841,9.6778670946757,9.67466632525126
projection,16,128,128,12,1,tc_transpose,2,15.873066584269205,15.820800264676413,15.877333283424377,15.873066584269205
projection,16,128,128,12,1,tc_direct,2,20.054399967193604,20.03626624743144,20.07146676381429,20.054399967193604
projection,16,128,128,12,1,sm80_transpose_w4,3,16.078933080037434,16.015999515851338,16.0863995552063,16.078933080037434
projection,16,128,128,12,1,sm80_w1,3,46.05013529459635,46.00319862365723,46.0533340771993,46.05013529459635
projection,16,128,128,12,1,tc_transpose,3,15.878400206565857,15.81760048866272,15.883733828862509,15.878400206565857
projection,16,128,128,12,1,sm80_pad_w4,3,21.337600549062092,21.331199010213215,21.352533499399822,21.337600549062092
projection,16,128,128,12,1,sm80_w8,3,9.662933150927225,9.65119997660319,9.683199723561605,9.662933150927225
projection,16,128,128,12,1,tc_direct,3,20.037333170572918,20.03306746482849,20.04266579945882,20.037333170572918
projection,16,128,128,12,1,sm80_w4,3,15.877333283424377,15.868799885114035,15.88266690572103,15.877333283424377
projection,16,128,128,12,1,sm80_w4,4,15.870933731396994,15.866667032241821,15.879467129707336,15.870933731396994
projection,16,128,128,12,1,sm80_w8,4,9.67039962609609,9.664000074068705,9.67466632525126,9.67039962609609
projection,16,128,128,12,1,tc_direct,4,20.064000288645428,20.03626624743144,20.066134134928387,20.064000288645428
projection,16,128,128,12,1,tc_transpose,4,15.83466629187266,15.81546664237976,15.865600109100342,15.83466629187266
projection,16,128,128,12,1,sm80_transpose_w4,4,16.0778671503067,16.00640018781026,16.09280010064443,16.0778671503067
projection,16,128,128,12,1,sm80_pad_w4,4,21.34079933166504,21.33013407389323,21.36746644973755,21.34079933166504
projection,16,128,128,12,1,sm80_w1,4,46.05439901351929,45.98506689071655,46.0810661315918,46.05439901351929
projection,16,128,128,12,32,tc_transpose,0,26.219733556111652,26.175999641418457,26.366933186848957,0.8193666736284891
projection,16,128,128,12,32,sm80_pad_w4,0,119.41546599070232,119.28853193918864,119.49973106384277,3.7317333122094474
projection,16,128,128,12,32,sm80_w1,0,91.649063428243,91.62773291269939,91.72159830729167,2.8640332321325936
projection,16,128,128,12,32,tc_direct,0,34.67306693394979,34.63893334070841,34.742399056752525,1.083533341685931
projection,16,128,128,12,32,sm80_w4,0,27.29919950167338,27.281065781911213,27.30240027109782,0.8530999844272932
projection,16,128,128,12,32,sm80_w8,0,22.484266757965088,22.3743995030721,22.50666618347168,0.702633336186409
projection,16,128,128,12,32,sm80_transpose_w4,0,27.538132667541504,27.475200096766155,27.54453420639038,0.860566645860672
projection,16,128,128,12,32,sm80_w1,1,91.649063428243,91.62773291269939,91.70666535695393,2.8640332321325936
projection,16,128,128,12,32,sm80_transpose_w4,1,27.510400613149006,27.502934137980144,27.54666606585185,0.8597000191609064
projection,16,128,128,12,32,tc_direct,1,34.67946847279867,34.579201539357506,34.74133412043253,1.0837333897749584
projection,16,128,128,12,32,sm80_pad_w4,1,119.42506631215413,119.22880013783772,119.4912036259969,3.7320333222548165
projection,16,128,128,12,32,sm80_w4,1,27.333333094914753,27.268266677856445,27.349332968393963,0.854166659216086
projection,16,128,128,12,32,tc_transpose,1,26.235733429590862,26.181334257125854,26.246400674184162,0.8198666696747144
projection,16,128,128,12,32,sm80_w8,1,22.431999444961548,22.37653334935506,22.512000799179077,0.7009999826550484
projection,16,128,128,12,32,sm80_pad_w4,2,119.3621317545573,119.30346488952637,119.49866612752278,3.7300666173299155
projection,16,128,128,12,32,sm80_w4,2,27.30026642481486,27.283199628194172,27.360000212987263,0.8531333257754644
projection,16,128,128,12,32,sm80_w8,2,22.457599639892578,22.42986758550008,22.517333428064983,0.7017999887466431
projection,16,128,128,12,32,sm80_w1,2,91.63413047790527,91.63093566894531,91.70026779174805,2.86356657743454
projection,16,128,128,12,32,tc_transpose,2,26.244266827901203,26.1845330397288,26.25066637992859,0.8201333383719126
projection,16,128,128,12,32,tc_direct,2,34.651732444763184,34.64426596959432,34.71680084864298,1.0828666388988495
projection,16,128,128,12,32,sm80_transpose_w4,2,27.537065744400024,27.473066250483196,27.548799912134807,0.8605333045125008
projection,16,128,128,12,32,sm80_transpose_w4,3,27.50399907430013,27.497599522272747,27.57013241449992,0.859499971071879
projection,16,128,128,12,32,sm80_pad_w4,3,119.3621317545573,119.27253405253093,119.57120100657146,3.7300666173299155
projection,16,128,128,12,32,tc_transpose,3,26.209066311518352,26.175999641418457,26.24959945678711,0.8190333222349485
projection,16,128,128,12,32,sm80_w8,3,22.45333393414815,22.380799055099487,22.49493400255839,0.7016666854421297
projection,16,128,128,12,32,sm80_w4,3,27.28853424390157,27.268266677856445,27.344000339508057,0.852766695121924
projection,16,128,128,12,32,sm80_w1,3,91.6437307993571,91.63520336151123,91.70239766438802,2.8638665874799094
projection,16,128,128,12,32,tc_direct,3,34.661332766215004,34.58453416824341,34.73493258158366,1.0831666489442189
projection,16,128,128,12,32,sm80_pad_w4,4,119.43253676096599,119.29706732432048,119.55946286519368,3.732266773780187
projection,16,128,128,12,32,sm80_w1,4,93.83680025736491,91.5765364964803,94.2570686340332,2.9324000080426535
projection,16,128,128,12,32,tc_transpose,4,26.183466116587322,26.178133487701416,26.210133234659832,0.8182333161433538
projection,16,128,128,12,32,sm80_w8,4,22.492800156275432,22.438400983810425,22.499199708302815,0.7029000048836073
projection,16,128,128,12,32,sm80_w4,4,27.283199628194172,27.27680007616679,27.28640039761861,0.8525999883810679
projection,16,128,128,12,32,sm80_transpose_w4,4,27.50506599744161,27.483733495076496,27.566933631896973,0.8595333124200503
projection,16,128,128,12,32,tc_direct,4,34.610132376352944,34.579201539357506,34.71893469492594,1.0815666367610295
projection,16,128,128,96,1,sm80_w1,0,46.01066509882609,45.97653150558472,46.0746685663859,46.01066509882609
projection,16,128,128,96,1,sm80_transpose_w4,0,16.15679959456126,16.08213285605113,16.178133090337116,16.15679959456126
projection,16,128,128,96,1,sm80_pad_w4,0,21.49440050125122,21.46666646003723,21.564799547195435,21.49440050125122
projection,16,128,128,96,1,tc_transpose,0,15.947733322779337,15.93706707159678,15.956266721089682,15.947733322779337
projection,16,128,128,96,1,sm80_w4,0,15.973333517710367,15.943466623624166,16.008533040682476,15.973333517710367
projection,16,128,128,96,1,sm80_w8,0,9.734400113423666,9.730133414268494,9.746133287747702,9.734400113423666
projection,16,128,128,96,1,tc_direct,0,20.17386754353841,20.115200678507488,20.243199666341145,20.17386754353841
projection,16,128,128,96,1,tc_transpose,1,15.943466623624166,15.936000148455301,15.954132874806723,15.943466623624166
projection,16,128,128,96,1,sm80_transpose_w4,1,16.147200266520183,16.085333625475567,16.16213321685791,16.147200266520183
projection,16,128,128,96,1,sm80_w4,1,15.960533420244852,15.948800245920816,16.00320041179657,15.960533420244852
projection,16,128,128,96,1,sm80_pad_w4,1,21.539199352264404,21.471999088923138,21.55733307202657,21.539199352264404
projection,16,128,128,96,1,tc_direct,1,20.180267095565796,20.11199990908305,20.272000630696613,20.180267095565796
projection,16,128,128,96,1,sm80_w1,1,45.99680105845133,45.97760041554769,46.0533340771993,45.99680105845133
projection,16,128,128,96,1,sm80_w8,1,9.750399986902872,9.734400113423666,9.785599509874979,9.750399986902872
projection,16,128,128,96,1,sm80_pad_w4,2,21.477333704630535,21.465599536895752,21.5445339679718,21.477333704630535
projection,16,128,128,96,1,sm80_transpose_w4,2,16.151466965675354,16.13759994506836,16.15893344084422,16.151466965675354
projection,16,128,128,96,1,tc_transpose,2,15.95093309879303,15.946666399637857,16.00533326466878,15.95093309879303
projection,16,128,128,96,1,tc_direct,2,20.185599724451702,20.16426722208659,20.18773357073466,20.185599724451702
projection,16,128,128,96,1,sm80_w4,2,15.95093309879303,15.944533546765646,16.008533040682476,15.95093309879303
projection,16,128,128,96,1,sm80_w8,2,9.738666812578836,9.725866715113321,9.761066238085428,9.738666812578836
projection,16,128,128,96,1,sm80_w1,2,45.97973426183065,45.93173265457153,45.988265673319496,45.97973426183065
projection,16,128,128,96,1,sm80_w4,3,15.955199797948202,15.941333770751953,15.959466497103373,15.955199797948202
projection,16,128,128,96,1,sm80_w8,3,9.737599889437357,9.727999567985535,9.783466657002768,9.737599889437357
projection,16,128,128,96,1,tc_transpose,3,15.965867042541504,15.960533420244852,15.967999895413717,15.965867042541504
projection,16,128,128,96,1,sm80_w1,3,45.978665351867676,45.93280156453451,46.072534720102944,45.978665351867676
projection,16,128,128,96,1,sm80_pad_w4,3,21.49333357810974,21.462400754292805,21.541333198547363,21.49333357810974
projection,16,128,128,96,1,tc_direct,3,20.17173369725545,20.133332411448162,20.19840081532796,20.17173369725545
projection,16,128,128,96,1,sm80_transpose_w4,3,16.16639991601308,16.102400422096252,16.170666615168255,16.16639991601308
projection,16,128,128,96,1,sm80_w8,4,9.730133414268494,9.724799791971842,9.757866462071737,9.730133414268494
projection,16,128,128,96,1,sm80_pad_w4,4,21.482666333516438,21.471999088923138,21.550933519999187,21.482666333516438
projection,16,128,128,96,1,tc_transpose,4,15.945600469907125,15.941333770751953,15.960533420244852,15.945600469907125
projection,16,128,128,96,1,sm80_w1,4,45.96693515777588,45.92533508936564,45.978665351867676,45.96693515777588
projection,16,128,128,96,1,sm80_transpose_w4,4,16.14400049050649,16.098133722941082,16.147200266520183,16.14400049050649
projection,16,128,128,96,1,sm80_w4,4,15.966932972272238,15.957333644231161,16.00213348865509,15.966932972272238
projection,16,128,128,96,1,tc_direct,4,20.17280062039693,20.127999782562256,20.260266462961834,20.17280062039693
projection,16,128,128,96,32,tc_transpose,0,26.471465826034546,26.333866516749065,26.48106614748637,0.8272333070635796
projection,16,128,128,96,32,sm80_transpose_w4,0,27.81226634979248,27.748266855875652,27.826132376988728,0.869133323431015
projection,16,128,128,96,32,tc_direct,0,35.05706787109375,34.92159843444824,35.114665826161705,1.0955333709716797
projection,16,128,128,96,32,sm80_w8,0,22.684800624847412,22.56106734275818,22.77226646741231,0.7089000195264816
projection,16,128,128,96,32,sm80_w1,0,91.98826948801677,91.97653134663899,91.99679692586263,2.874633421500524
projection,16,128,128,96,32,sm80_w4,0,27.63413389523824,27.60853370030721,27.691733837127686,0.863566684226195
projection,16,128,128,96,32,sm80_pad_w4,0,119.9893315633138,119.91039911905925,120.04693349202473,3.749666611353556
projection,16,128,128,96,32,sm80_pad_w4,1,119.97546354929607,119.90613142649333,120.04053592681885,3.749233235915502
projection,16,128,128,96,32,tc_transpose,1,26.38933261235555,26.318933566411335,26.51093403498332,0.8246666441361109
projection,16,128,128,96,32,sm80_transpose_w4,1,27.81226634979248,27.70026723543803,27.89120078086853,0.869133323431015
projection,16,128,128,96,32,sm80_w1,1,91.96693102518718,91.90826416015625,91.99039936065674,2.8739665945370994
projection,16,128,128,96,32,tc_direct,1,35.0816011428833,35.02613306045532,35.09440024693807,1.0963000357151031
projection,16,128,128,96,32,sm80_w4,1,27.63413389523824,27.542400360107422,27.70986755688985,0.863566684226195
projection,16,128,128,96,32,sm80_w8,1,22.652800877888996,22.58346676826477,22.717867294947307,0.7079000274340311
projection,16,128,128,96,32,sm80_pad_w4,2,119.98613675435384,119.96800104777019,120.03946304321289,3.7495667735735574
projection,16,128,128,96,32,sm80_w8,2,22.590933243433636,22.567466894785564,22.759467363357544,0.7059666638573011
projection,16,128,128,96,32,sm80_w1,2,91.9157346089681,91.9104019800822,91.98719660441081,2.872366706530253
projection,16,128,128,96,32,tc_transpose,2,26.385066906611126,26.348799467086792,26.521599292755127,0.8245333408315977
projection,16,128,128,96,32,sm80_w4,2,27.64799992243449,27.57333318392436,27.692800760269165,0.8639999975760778
projection,16,128,128,96,32,tc_direct,2,35.00159978866577,34.926935036977135,35.085864861806236,1.0937999933958054
projection,16,128,128,96,32,sm80_transpose_w4,2,27.820799748102825,27.70773371060689,27.894399563471477,0.8693999921282133
projection,16,128,128,96,32,tc_transpose,3,26.460800568262737,26.318933566411335,26.470400889714558,0.8269000177582105
projection,16,128,128,96,32,tc_direct,3,35.058132807413735,34.995198249816895,35.082666079203285,1.0955666502316792
projection,16,128,128,96,32,sm80_transpose_w4,3,27.825067440668743,27.755733331044514,27.888000011444092,0.8695333575208982
projection,16,128,128,96,32,sm80_w8,3,22.595200935999554,22.564266125361126,22.786132494608562,0.706100029249986
projection,16,128,128,96,32,sm80_w4,3,27.689599990844727,27.617067098617554,27.769599358240765,0.8652999997138977
projection,16,128,128,96,32,sm80_w1,3,91.92852973937988,91.89013640085857,91.93600018819173,2.8727665543556213
projection,16,128,128,96,32,sm80_pad_w4,3,119.98079617818196,119.95733578999837,120.04906336466472,3.7493998805681863
projection,16,128,128,96,32,tc_transpose,4,26.4629324277242,26.38933261235555,26.4682670434316,0.8269666383663813
projection,16,128,128,96,32,tc_direct,4,35.063465436299644,34.926935036977135,35.12746493021647,1.0957332948843639
projection,16,128,128,96,32,sm80_transpose_w4,4,27.81546711921692,27.76426672935486,27.888000011444092,0.8692333474755287
projection,16,128,128,96,32,sm80_pad_w4,4,119.98720169067383,119.90400155385335,120.05120118459065,3.749600052833557
projection,16,128,128,96,32,sm80_w1,4,91.97226365407307,91.91253185272217,91.98613166809082,2.8741332391897836
projection,16,128,128,96,32,sm80_w4,4,27.63200004895528,27.613866329193115,27.69813338915507,0.8635000015298525
projection,16,128,128,96,32,sm80_w8,4,22.6367990175883,22.565333048502605,22.730666399002075,0.7073999692996343
projection,16,128,128,6144,1,sm80_transpose_w4,0,291.96265538533527,291.33866628011066,292.04479853312176,291.96265538533527
projection,16,128,128,6144,1,sm80_w1,0,792.6037470499674,792.4053192138672,792.6528294881185,792.6037470499674
projection,16,128,128,6144,1,tc_direct,0,399.91893768310547,399.7983932495117,400.2005259195964,399.91893768310547
projection,16,128,128,6144,1,sm80_w8,0,250.7978598276774,250.70080757141113,250.92266400655112,250.7978598276774
projection,16,128,128,6144,1,sm80_pad_w4,0,438.1279945373535,437.8517468770345,438.3488019307454,438.1279945373535
projection,16,128,128,6144,1,tc_transpose,0,237.2671922047933,237.24800745646158,237.44212786356607,237.2671922047933
projection,16,128,128,6144,1,sm80_w4,0,283.8368097941081,283.78238677978516,283.9029312133789,283.8368097941081
projection,16,128,128,6144,1,tc_direct,1,400.01386006673175,399.93492762247723,400.12372334798175,400.01386006673175
projection,16,128,128,6144,1,sm80_w8,1,252.402130762736,250.56427319844565,252.4618625640869,252.402130762736
